Set	Gene
Astrocyte	ENSG00000197921
Astrocyte	ENSG00000177133
Astrocyte	ENSG00000142611
Astrocyte	ENSG00000196581
Astrocyte	ENSG00000162496
Astrocyte	ENSG00000237301
Astrocyte	ENSG00000159423
Astrocyte	ENSG00000235185
Astrocyte	ENSG00000127472
Astrocyte	ENSG00000117318
Astrocyte	ENSG00000204178
Astrocyte	ENSG00000185668
Astrocyte	ENSG00000224592
Astrocyte	ENSG00000127603
Astrocyte	ENSG00000163909
Astrocyte	ENSG00000177868
Astrocyte	ENSG00000198520
Astrocyte	ENSG00000280670
Astrocyte	ENSG00000162390
Astrocyte	ENSG00000184313
Astrocyte	ENSG00000162598
Astrocyte	ENSG00000226476
Astrocyte	ENSG00000231252
Astrocyte	ENSG00000237928
Astrocyte	ENSG00000235545
Astrocyte	ENSG00000229537
Astrocyte	ENSG00000116745
Astrocyte	ENSG00000237919
Astrocyte	ENSG00000142867
Astrocyte	ENSG00000117228
Astrocyte	ENSG00000287406
Astrocyte	ENSG00000287372
Astrocyte	ENSG00000287797
Astrocyte	ENSG00000137936
Astrocyte	ENSG00000117525
Astrocyte	ENSG00000143036
Astrocyte	ENSG00000117620
Astrocyte	ENSG00000162692
Astrocyte	ENSG00000170989
Astrocyte	ENSG00000085491
Astrocyte	ENSG00000143028
Astrocyte	ENSG00000065135
Astrocyte	ENSG00000134201
Astrocyte	ENSG00000184371
Astrocyte	ENSG00000168710
Astrocyte	ENSG00000173947
Astrocyte	ENSG00000231246
Astrocyte	ENSG00000171943
Astrocyte	ENSG00000271425
Astrocyte	ENSG00000143416
Astrocyte	ENSG00000285867
Astrocyte	ENSG00000188643
Astrocyte	ENSG00000189171
Astrocyte	ENSG00000160678
Astrocyte	ENSG00000163346
Astrocyte	ENSG00000185499
Astrocyte	ENSG00000231064
Astrocyte	ENSG00000160781
Astrocyte	ENSG00000125462
Astrocyte	ENSG00000272405
Astrocyte	ENSG00000225279
Astrocyte	ENSG00000018625
Astrocyte	ENSG00000162733
Astrocyte	ENSG00000185860
Astrocyte	ENSG00000116132
Astrocyte	ENSG00000271811
Astrocyte	ENSG00000094963
Astrocyte	ENSG00000152061
Astrocyte	ENSG00000075391
Astrocyte	ENSG00000135835
Astrocyte	ENSG00000260088
Astrocyte	ENSG00000081248
Astrocyte	ENSG00000163395
Astrocyte	ENSG00000223774
Astrocyte	ENSG00000170075
Astrocyte	ENSG00000133067
Astrocyte	ENSG00000133048
Astrocyte	ENSG00000286383
Astrocyte	ENSG00000133065
Astrocyte	ENSG00000266094
Astrocyte	ENSG00000123684
Astrocyte	ENSG00000092969
Astrocyte	ENSG00000215817
Astrocyte	ENSG00000225518
Astrocyte	ENSG00000143772
Astrocyte	ENSG00000228548
Astrocyte	ENSG00000236975
Astrocyte	ENSG00000135744
Astrocyte	ENSG00000231768
Astrocyte	ENSG00000116962
Astrocyte	ENSG00000232044
Astrocyte	ENSG00000235665
Astrocyte	ENSG00000236790
Astrocyte	ENSG00000236008
