Set	Gene
Astrocyte	388585
Astrocyte	440556
Astrocyte	63976
Astrocyte	55966
Astrocyte	9249
Astrocyte	NA
Astrocyte	8659
Astrocyte	105378614
Astrocyte	5322
Astrocyte	3399
Astrocyte	55219
Astrocyte	5453
Astrocyte	NA
Astrocyte	23499
Astrocyte	26508
Astrocyte	374969
Astrocyte	339541
Astrocyte	126661
Astrocyte	26027
Astrocyte	374977
Astrocyte	127795
Astrocyte	105378763
Astrocyte	101926964
Astrocyte	100996570
Astrocyte	NA
Astrocyte	105378769
Astrocyte	6121
Astrocyte	NA
Astrocyte	8915
Astrocyte	2633
Astrocyte	NA
Astrocyte	NA
Astrocyte	124904219
Astrocyte	8412
Astrocyte	2152
Astrocyte	126969
Astrocyte	23443
Astrocyte	7412
Astrocyte	1901
Astrocyte	29957
Astrocyte	284612
Astrocyte	2773
Astrocyte	2949
Astrocyte	1435
Astrocyte	10768
Astrocyte	128344
Astrocyte	105378909
Astrocyte	653464
Astrocyte	100132406
Astrocyte	8991
Astrocyte	NA
Astrocyte	140576
Astrocyte	6284
Astrocyte	6271
Astrocyte	57326
Astrocyte	4582
Astrocyte	105371450
Astrocyte	79957
Astrocyte	10485
Astrocyte	NA
Astrocyte	NA
Astrocyte	477
Astrocyte	4921
Astrocyte	339512
Astrocyte	5396
Astrocyte	NA
Astrocyte	2327
Astrocyte	9910
Astrocyte	9462
Astrocyte	57710
Astrocyte	101929224
Astrocyte	779
Astrocyte	91156
Astrocyte	NA
Astrocyte	9283
Astrocyte	59352
Astrocyte	1116
Astrocyte	105371689
Astrocyte	254428
Astrocyte	83593
Astrocyte	9926
Astrocyte	7042
Astrocyte	643136
Astrocyte	NA
Astrocyte	3707
Astrocyte	NA
Astrocyte	NA
Astrocyte	183
Astrocyte	100506795
Astrocyte	4811
Astrocyte	NA
Astrocyte	339788
Astrocyte	339789
Astrocyte	101929567
Astrocyte	NA
Astrocyte	3398
Astrocyte	23620
Astrocyte	23175
Astrocyte	150946
Astrocyte	3032
Astrocyte	11117
Astrocyte	165186
Astrocyte	102723854
Astrocyte	NA
Astrocyte	51130
Astrocyte	10936
Astrocyte	2202
Astrocyte	400957
Astrocyte	NA
Astrocyte	5013
Astrocyte	NA
Astrocyte	NA
Astrocyte	94097
Astrocyte	388963
Astrocyte	56655
Astrocyte	83439
Astrocyte	8869
Astrocyte	200403
Astrocyte	84417
Astrocyte	27233
Astrocyte	NA
Astrocyte	3625
Astrocyte	2736
Astrocyte	80122
Astrocyte	7130
Astrocyte	2191
Astrocyte	1781
Astrocyte	NA
Astrocyte	NA
Astrocyte	2744
Astrocyte	6775
Astrocyte	NA
Astrocyte	3488
Astrocyte	375307
Astrocyte	130560
Astrocyte	257407
Astrocyte	NA
Astrocyte	79781
Astrocyte	57007
Astrocyte	NA
Astrocyte	84818
Astrocyte	6538
Astrocyte	NA
Astrocyte	7476
Astrocyte	23228
Astrocyte	23171
Astrocyte	5333
Astrocyte	1499
Astrocyte	57467
Astrocyte	729085
Astrocyte	5364
Astrocyte	3913
Astrocyte	7318
Astrocyte	55540
Astrocyte	8309
Astrocyte	11170
Astrocyte	26018
Astrocyte	105377188
Astrocyte	151887
Astrocyte	91653
Astrocyte	54762
Astrocyte	NA
Astrocyte	114885
Astrocyte	10840
Astrocyte	100862662
Astrocyte	8971
Astrocyte	NA
Astrocyte	57088
Astrocyte	51714
Astrocyte	102724289
Astrocyte	26084
Astrocyte	5276
Astrocyte	151790
Astrocyte	NA
Astrocyte	401103
Astrocyte	105374244
Astrocyte	NA
Astrocyte	23101
Astrocyte	2119
Astrocyte	5648
Astrocyte	101929130
Astrocyte	604
Astrocyte	344905
Astrocyte	84239
Astrocyte	3280
Astrocyte	2261
Astrocyte	6452
Astrocyte	132884
Astrocyte	2121
Astrocyte	7466
Astrocyte	952
Astrocyte	9353
Astrocyte	2565
Astrocyte	84525
Astrocyte	3490
Astrocyte	255130
Astrocyte	8671
Astrocyte	NA
Astrocyte	100505875
Astrocyte	84779
Astrocyte	84803
Astrocyte	5311
Astrocyte	658
Astrocyte	4547
Astrocyte	64850
Astrocyte	132720
Astrocyte	79625
Astrocyte	57182
Astrocyte	NA
Astrocyte	23657
Astrocyte	100874047
Astrocyte	NA
Astrocyte	105377466
Astrocyte	NA
Astrocyte	9227
Astrocyte	285505
Astrocyte	NA
Astrocyte	285441
Astrocyte	2195
Astrocyte	108
Astrocyte	NA
Astrocyte	NA
Astrocyte	124900945
Astrocyte	5810
Astrocyte	202151
Astrocyte	101926904
Astrocyte	54622
Astrocyte	102477328
Astrocyte	NA
Astrocyte	3074
Astrocyte	NA
Astrocyte	NA
Astrocyte	NA
Astrocyte	102546226
Astrocyte	NA
Astrocyte	NA
Astrocyte	NA
Astrocyte	202299
Astrocyte	167410
Astrocyte	324
Astrocyte	NA
Astrocyte	55521
Astrocyte	9140
Astrocyte	65983
Astrocyte	NA
Astrocyte	9547
Astrocyte	153328
Astrocyte	NA
Astrocyte	105379191
Astrocyte	84249
Astrocyte	5159
Astrocyte	102546298
Astrocyte	101927096
Astrocyte	101927862
Astrocyte	23286
Astrocyte	101928154
Astrocyte	3274
Astrocyte	2766
Astrocyte	3400
Astrocyte	NA
Astrocyte	100507436
Astrocyte	401251
Astrocyte	1589
Astrocyte	7005
Astrocyte	100505635
Astrocyte	NA
Astrocyte	NA
Astrocyte	NA
Astrocyte	79940
Astrocyte	NA
Astrocyte	101928489
Astrocyte	135228
Astrocyte	101928516
Astrocyte	105377862
Astrocyte	594
Astrocyte	NA
Astrocyte	4907
Astrocyte	7101
Astrocyte	262
Astrocyte	3910
Astrocyte	NA
Astrocyte	387119
Astrocyte	2697
Astrocyte	NA
Astrocyte	102723341
Astrocyte	105377986
Astrocyte	53832
Astrocyte	57224
Astrocyte	NA
Astrocyte	645434
Astrocyte	NA
Astrocyte	105378049
Astrocyte	7430
Astrocyte	NA
Astrocyte	NA
Astrocyte	NA
Astrocyte	6196
Astrocyte	3955
Astrocyte	221938
Astrocyte	222962
Astrocyte	392636
Astrocyte	4223
Astrocyte	196
Astrocyte	9734
Astrocyte	105375304
Astrocyte	NA
Astrocyte	9865
Astrocyte	358
Astrocyte	223075
Astrocyte	NA
Astrocyte	NA
Astrocyte	2737
Astrocyte	5224
Astrocyte	165
Astrocyte	2631
Astrocyte	5260
Astrocyte	222223
Astrocyte	84060
Astrocyte	1021
Astrocyte	NA
Astrocyte	5444
Astrocyte	5446
Astrocyte	51666
Astrocyte	402573
Astrocyte	79706
Astrocyte	222256
Astrocyte	54329
Astrocyte	83992
Astrocyte	NA
Astrocyte	29923
Astrocyte	6608
Astrocyte	101928058
Astrocyte	NA
Astrocyte	83656
Astrocyte	83648
Astrocyte	NA
Astrocyte	NA
Astrocyte	157310
Astrocyte	1191
Astrocyte	51435
Astrocyte	NA
Astrocyte	NA
Astrocyte	80139
Astrocyte	7274
Astrocyte	NA
Astrocyte	137872
Astrocyte	2138
Astrocyte	3174
Astrocyte	101927040
Astrocyte	NA
Astrocyte	NA
Astrocyte	2669
Astrocyte	25897
Astrocyte	NA
Astrocyte	3646
Astrocyte	7227
Astrocyte	6641
Astrocyte	3037
Astrocyte	22882
Astrocyte	9788
Astrocyte	10221
Astrocyte	51571
Astrocyte	NA
Astrocyte	169044
Astrocyte	79792
Astrocyte	84875
Astrocyte	26873
Astrocyte	2875
Astrocyte	101929302
Astrocyte	169792
Astrocyte	NA
Astrocyte	3717
Astrocyte	90865
Astrocyte	115426
Astrocyte	NA
Astrocyte	NA
Astrocyte	NA
Astrocyte	6194
Astrocyte	NA
Astrocyte	101929582
Astrocyte	100506422
Astrocyte	57462
Astrocyte	7094
Astrocyte	8395
Astrocyte	9413
Astrocyte	117531
Astrocyte	216
Astrocyte	5727
Astrocyte	100188953
Astrocyte	158434
Astrocyte	54107
Astrocyte	85301
Astrocyte	50514
Astrocyte	3371
Astrocyte	105376244
Astrocyte	286204
Astrocyte	254295
Astrocyte	286256
Astrocyte	401562
Astrocyte	954
Astrocyte	441478
Astrocyte	124902532
Astrocyte	5209
Astrocyte	399715
Astrocyte	NA
Astrocyte	414149
Astrocyte	221074
Astrocyte	219670
Astrocyte	101929052
Astrocyte	11067
Astrocyte	643650
Astrocyte	NA
Astrocyte	143162
Astrocyte	220963
Astrocyte	288
Astrocyte	219736
Astrocyte	9188
Astrocyte	80201
Astrocyte	64106
Astrocyte	64072
Astrocyte	54541
Astrocyte	818
Astrocyte	414243
Astrocyte	5995
Astrocyte	2746
Astrocyte	5507
Astrocyte	10580
Astrocyte	26287
Astrocyte	112817
Astrocyte	83742
Astrocyte	60495
Astrocyte	153
Astrocyte	101927692
Astrocyte	196047
Astrocyte	2018
Astrocyte	10984
Astrocyte	117854
Astrocyte	493900
Astrocyte	133
Astrocyte	10894
Astrocyte	10335
Astrocyte	5286
Astrocyte	NA
Astrocyte	8424
Astrocyte	5080
Astrocyte	440034
Astrocyte	960
Astrocyte	6506
Astrocyte	25891
Astrocyte	NA
Astrocyte	NA
Astrocyte	187
Astrocyte	79026
Astrocyte	6094
Astrocyte	9356
Astrocyte	5331
Astrocyte	5837
Astrocyte	740
Astrocyte	8500
Astrocyte	3636
Astrocyte	5138
Astrocyte	9873
Astrocyte	101928989
Astrocyte	220382
Astrocyte	24145
Astrocyte	10413
Astrocyte	101928424
